Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,churn_probability,predicted_churn,estimated_annual_revenue,risk_segment
Male,Yes,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.46,1797.14,0.005639333,0,365.52,Low Risk
Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.32,1990.56,0.053708687,0,411.84000000000003,Low Risk
Female,No,No,Yes,57,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,113.52,6470.64,0.04792475,0,1362.24,Low Risk
Female,No,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),114.46,6295.3,0.09810311,0,1373.52,Low Risk
Female,No,No,Yes,69,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.88,3441.72,0.023873128,0,598.5600000000001,Low Risk
Male,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.46,204.6,0.013753764,0,245.52,Low Risk
Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),116.37,581.85,0.21290775,0,1396.44,Low Risk
Female,Yes,Yes,No,10,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.67,636.7,0.27240938,0,764.04,Low Risk
Male,No,Yes,No,23,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,83.74,1926.02,0.17451543,0,1004.8799999999999,Low Risk
Male,Yes,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.1,842.8,0.056221556,0,361.20000000000005,Low Risk
Female,No,Yes,No,43,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,103.65,4456.95,0.45763734,1,1243.8000000000002,Medium Risk
Male,No,No,Yes,26,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.24,2632.24,0.12027922,0,1214.8799999999999,Low Risk
Female,Yes,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.24,607.2,0.03616609,0,242.88,Low Risk
Female,Yes,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.64,1281.68,0.0065755807,0,415.68,Low Risk
Male,No,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.11,1247.06,0.033365786,0,325.32,Low Risk
Female,No,No,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),99.01,1980.2,0.1742645,0,1188.1200000000001,Low Risk
Male,Yes,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,36.14,2312.96,0.006966216,0,433.68,Low Risk
Male,No,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.66,740.52,0.019214852,0,403.91999999999996,Low Risk
Male,Yes,Yes,No,58,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.11,3370.38,0.22227396,0,697.3199999999999,Low Risk
Female,No,No,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.13,1437.89,0.005192503,0,325.56,Low Risk
Female,Yes,No,No,5,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,107.9,539.5,0.51215905,1,1294.8000000000002,Medium Risk
Female,No,No,Yes,31,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),72.63,2251.53,0.009444387,0,871.56,Low Risk
Female,No,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.61,1339.92,0.03323066,0,223.32,Low Risk
Male,Yes,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.69,765.53,0.018991554,0,248.28000000000003,Low Risk
Female,No,Yes,Yes,18,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),99.21,1785.78,0.02596522,0,1190.52,Low Risk
Female,Yes,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.36,1559.04,0.005928132,0,292.32,Low Risk
Male,No,No,Yes,8,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),67.5,540.0,0.028926307,0,810.0,Low Risk
Male,Yes,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.68,78.72,0.14855658,0,236.16,Low Risk
Male,Yes,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.11,654.41,0.007011165,0,253.32,Low Risk
Female,Yes,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),46.38,3246.6,0.06064567,0,556.5600000000001,Low Risk
Male,Yes,No,Yes,25,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),64.91,1622.75,0.015889904,0,778.92,Low Risk
Male,No,Yes,No,0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,117.57,0.0,0.7721776,1,1410.84,High Risk
Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,73.02,1022.28,0.07111001,0,876.24,Low Risk
Female,No,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,98.55,1281.15,0.25738832,0,1182.6,Low Risk
Male,No,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.68,693.6,0.010838793,0,416.15999999999997,Low Risk
Male,No,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,108.13,5082.11,0.37984118,1,1297.56,Medium Risk
Female,No,Yes,No,35,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,74.55,2609.25,0.12458055,0,894.5999999999999,Low Risk
Female,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.15,810.65,0.0046741874,0,313.79999999999995,Low Risk
Female,No,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.59,2812.32,0.13798976,0,703.08,Low Risk
Female,Yes,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),78.54,1963.5,0.05265596,0,942.48,Low Risk
Female,Yes,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),75.96,4481.64,0.13855036,0,911.52,Low Risk
Female,Yes,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,63.27,126.54,0.25737864,0,759.24,Low Risk
Male,No,Yes,Yes,55,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,92.7,5098.5,0.00599467,0,1112.4,Low Risk
Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,102.68,205.36,0.772938,1,1232.16,High Risk
Male,Yes,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.23,649.29,0.15216655,0,338.76,Low Risk
Male,No,No,Yes,26,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),41.87,1088.62,0.015189911,0,502.43999999999994,Low Risk
Male,No,Yes,No,6,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,118.46,710.76,0.61985546,1,1421.52,High Risk
Male,Yes,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.24,3289.6,0.20530021,0,986.8799999999999,Low Risk
Female,No,Yes,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,35.79,1646.34,0.127949,0,429.48,Low Risk
Male,Yes,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.99,415.84,0.06511684,0,311.88,Low Risk
Female,No,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.41,1823.73,0.0055353874,0,412.91999999999996,Low Risk
Male,Yes,Yes,No,26,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,71.42,1856.92,0.1433049,0,857.04,Low Risk
Female,Yes,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,93.22,1864.4,0.025031485,0,1118.6399999999999,Low Risk
Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.18,869.76,0.016095616,0,326.15999999999997,Low Risk
Female,Yes,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.31,3010.15,0.029102093,0,555.72,Low Risk
Female,No,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.47,1105.38,0.034481857,0,245.64,Low Risk
Male,Yes,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),44.39,799.02,0.014421687,0,532.6800000000001,Low Risk
Male,No,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.06,465.9,0.056579176,0,372.71999999999997,Low Risk
Female,No,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.47,269.64,0.06773776,0,269.64,Low Risk
Male,Yes,Yes,No,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,54.88,768.32,0.15937933,0,658.5600000000001,Low Risk
Male,Yes,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.17,1619.39,0.078598656,0,290.04,Low Risk
Male,Yes,Yes,Yes,19,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,79.69,1514.11,0.020134639,0,956.28,Low Risk
Female,Yes,Yes,No,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,76.12,5404.52,0.062291056,0,913.44,Low Risk
Female,No,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,77.12,3393.28,0.008392036,0,925.44,Low Risk
Male,No,Yes,No,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),117.47,3406.63,0.4184618,1,1409.6399999999999,Medium Risk
Male,No,No,Yes,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),56.08,3476.96,0.0032055292,0,672.96,Low Risk
Female,No,No,No,32,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,64.55,2065.6,0.024970537,0,774.5999999999999,Low Risk
Female,No,No,Yes,13,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,67.35,875.55,0.03778318,0,808.1999999999999,Low Risk
Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.08,2453.76,0.01117262,0,408.96,Low Risk
Male,No,No,No,44,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.43,3230.92,0.2476766,0,881.1600000000001,Low Risk
Female,No,Yes,No,11,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),85.65,942.15,0.27482918,0,1027.8000000000002,Low Risk
Male,No,No,No,43,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,99.09,4260.87,0.048646167,0,1189.08,Low Risk
Female,Yes,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,75.18,826.98,0.029676799,0,902.1600000000001,Low Risk
Female,Yes,No,Yes,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.39,2089.09,0.04714797,0,808.6800000000001,Low Risk
Female,Yes,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.37,1532.72,0.02436132,0,328.44,Low Risk
Male,No,No,No,46,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,117.9,5423.4,0.32153994,1,1414.8000000000002,Medium Risk
Male,Yes,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.94,389.22,0.022072323,0,359.28000000000003,Low Risk
Female,Yes,No,No,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),78.38,4937.94,0.05949781,0,940.56,Low Risk
Male,No,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.99,1921.38,0.023564478,0,371.88,Low Risk
Female,No,No,No,29,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,65.69,1905.01,0.04269543,0,788.28,Low Risk
Male,Yes,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.03,60.09,0.13613397,0,240.36,Low Risk
Female,No,No,No,17,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.98,1019.66,0.14729948,0,719.76,Low Risk
Male,Yes,No,Yes,43,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,43.43,1867.49,0.01666139,0,521.16,Low Risk
Female,No,No,Yes,72,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.85,2869.2,0.002533531,0,478.20000000000005,Low Risk
Male,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.1,1853.6,0.025013309,0,397.20000000000005,Low Risk
Male,No,Yes,Yes,12,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,68.44,821.28,0.12429032,0,821.28,Low Risk
Female,Yes,Yes,No,24,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,80.59,1934.16,0.06612456,0,967.08,Low Risk
Female,No,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.25,631.25,0.08476057,0,303.0,Low Risk
Female,Yes,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.61,1009.01,0.009892561,0,295.32,Low Risk
Male,Yes,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.82,1298.58,0.07411226,0,225.84,Low Risk
Female,Yes,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.89,1643.95,0.025386544,0,358.68,Low Risk
Male,Yes,No,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,35.24,916.24,0.06583501,0,422.88,Low Risk
Female,Yes,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.18,110.9,0.034320794,0,266.15999999999997,Low Risk
Female,Yes,No,No,1,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),101.33,101.33,0.7811955,1,1215.96,High Risk
Male,Yes,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,61.81,865.34,0.022171065,0,741.72,Low Risk
Male,No,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,46.43,3296.53,0.017664136,0,557.16,Low Risk
Male,Yes,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.08,1740.48,0.016798982,0,372.96,Low Risk
Female,Yes,Yes,Yes,43,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,42.65,1833.95,0.012297751,0,511.79999999999995,Low Risk
Male,Yes,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,40.57,121.71,0.37154385,1,486.84000000000003,Medium Risk
Male,No,No,Yes,18,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.11,1315.98,0.1587068,0,877.3199999999999,Low Risk
Female,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.25,1268.25,0.0121684335,0,267.0,Low Risk
Male,No,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.43,547.74,0.012121203,0,365.15999999999997,Low Risk
Female,Yes,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),91.06,1639.08,0.08196009,0,1092.72,Low Risk
Female,No,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.78,1065.54,0.02432427,0,297.36,Low Risk
Male,Yes,Yes,No,59,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),97.14,5731.26,0.16402902,0,1165.68,Low Risk
Male,Yes,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.34,1773.8,0.034683023,0,304.08,Low Risk
Female,Yes,No,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,100.52,5126.52,0.015076812,0,1206.24,Low Risk
Male,Yes,Yes,Yes,6,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),77.03,462.18,0.035766713,0,924.36,Low Risk
Female,No,Yes,No,38,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,69.99,2659.62,0.18110664,0,839.8799999999999,Low Risk
Male,No,Yes,Yes,17,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,99.24,1687.08,0.15152802,0,1190.8799999999999,Low Risk
Female,No,No,Yes,47,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),49.62,2332.14,0.046742503,0,595.4399999999999,Low Risk
Male,No,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.37,1067.84,0.14090018,0,400.43999999999994,Low Risk
Male,Yes,Yes,No,33,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.56,3219.48,0.7598395,1,1170.72,High Risk
Female,No,Yes,No,48,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.36,3377.28,0.23515497,0,844.3199999999999,Low Risk
Male,No,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.44,194.4,0.04219778,0,233.28000000000003,Low Risk
Male,Yes,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,71.83,646.47,0.017299503,0,861.96,Low Risk
Female,No,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.75,236.25,0.12154246,0,405.0,Low Risk
Male,No,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),84.4,506.4,0.020046795,0,1012.8000000000001,Low Risk
Male,Yes,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),72.81,1820.25,0.030844165,0,873.72,Low Risk
Female,No,No,Yes,54,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,73.08,3946.32,0.01343977,0,876.96,Low Risk
Female,Yes,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.11,342.21,0.024537697,0,373.32,Low Risk
Female,No,No,No,47,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),104.54,4913.38,0.24615575,0,1254.48,Low Risk
Female,No,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.76,1753.32,0.030716175,0,369.12,Low Risk
Female,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.39,1535.94,0.10194065,0,400.68,Low Risk
Male,Yes,No,No,19,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,111.49,2118.31,0.122800626,0,1337.8799999999999,Low Risk
Male,No,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.02,1046.1,0.080851465,0,228.24,Low Risk
Female,No,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,66.52,4390.32,0.011546878,0,798.24,Low Risk
Male,No,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.5,552.0,0.15275502,0,414.0,Low Risk
Female,No,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.57,1376.37,0.0079003405,0,402.84000000000003,Low Risk
Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.18,2934.22,0.4746941,1,1214.16,Medium Risk
Female,Yes,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.43,490.32,0.09769997,0,245.16,Low Risk
Male,Yes,No,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),106.67,6506.87,0.12625568,0,1280.04,Low Risk
Male,No,No,Yes,38,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),53.43,2030.34,0.050574653,0,641.16,Low Risk
Male,No,No,Yes,35,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),117.81,4123.35,0.1269319,0,1413.72,Low Risk
Female,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.51,1128.48,0.13133222,0,282.12,Low Risk
Female,No,Yes,Yes,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),39.59,633.44,0.024777412,0,475.08000000000004,Low Risk
Male,No,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.06,1200.78,0.006176785,0,228.71999999999997,Low Risk
Male,Yes,No,Yes,14,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,37.12,519.68,0.109965876,0,445.43999999999994,Low Risk
Male,No,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.44,4022.0,0.05095794,0,965.28,Low Risk
Female,Yes,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.12,906.0,0.004517997,0,217.44,Low Risk
Female,No,Yes,Yes,32,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,36.44,1166.08,0.0092093395,0,437.28,Low Risk
Male,Yes,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.51,396.63,0.10566734,0,366.12,Low Risk
Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),45.32,3263.04,0.0035040828,0,543.84,Low Risk
Female,No,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.58,1987.38,0.14450067,0,390.96,Low Risk
Male,Yes,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,102.29,3580.15,0.009097911,0,1227.48,Low Risk
Female,No,Yes,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.73,174.92,0.43199414,1,524.76,Medium Risk
Female,No,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),36.86,2653.92,0.008388533,0,442.32,Low Risk
Male,Yes,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.15,915.25,0.010623769,0,313.79999999999995,Low Risk
Male,Yes,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.19,170.95,0.03295558,0,410.28,Low Risk
Female,No,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.79,1205.82,0.029746424,0,249.48,Low Risk
Female,No,No,Yes,51,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,118.07,6021.57,0.038177967,0,1416.84,Low Risk
Female,No,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,74.09,5112.21,0.110843636,0,889.08,Low Risk
