Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges
Male,No,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.43,2169.09
Male,No,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),37.1,2671.2
Female,Yes,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.83,95.32
Male,Yes,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.2,788.4
Male,No,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.95,2446.5
Female,Yes,No,Yes,60,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),114.58,6874.8
Female,No,Yes,Yes,5,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,61.76,308.8
Female,Yes,No,Yes,68,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,69.25,4709.0
Female,Yes,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.37,738.21
Male,No,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,40.67,1586.13
Female,Yes,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,80.55,805.5
Male,Yes,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.97,1582.02
Male,No,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.71,737.04
Female,No,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),90.78,2269.5
Male,Yes,Yes,Yes,17,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,96.85,1646.45
Male,Yes,No,Yes,33,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),59.91,1977.03
Male,Yes,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.25,649.75
Male,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.61,474.15
Female,Yes,No,No,12,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.84,502.08
Female,Yes,No,No,51,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,66.54,3393.54
Male,Yes,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.51,0.0
Male,No,Yes,No,24,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.82,2419.68
Female,Yes,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.18,484.32
Male,Yes,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.5,382.5
Female,Yes,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,80.34,1446.12
Female,No,No,No,6,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,61.21,367.26
Female,Yes,No,No,22,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),57.47,1264.34
Female,No,Yes,No,28,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),40.49,1133.72
Male,No,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),42.45,84.9
Female,Yes,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.99,712.77
Female,No,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,94.66,5679.6
Male,Yes,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.92,404.6
Male,No,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,5346.6
Female,Yes,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.72,272.64
Female,Yes,Yes,Yes,2,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.36,152.72
Female,Yes,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.51,569.67
Female,Yes,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.24,2354.4
Male,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.84,778.36
Male,Yes,No,No,22,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,84.78,1865.16
